,,loss,acc,loss,acc
,,val,val,train,train
epoch,step,,,,
0,38,2.5404210090637207,0.3441558480262756,2.1348488330841064,0.134428322315216
1,77,2.457975149154663,0.3228946924209595,1.2830489873886108,0.1615734249353408
2,116,1.0080429315567017,0.2178419232368469,0.8665581345558167,0.1713808178901672
3,155,0.625316858291626,0.2019784897565841,0.591550350189209,0.1790676712989807
4,194,0.4822844564914703,0.2103388607501983,0.4212088286876678,0.1857471168041229
5,233,0.4098236858844757,0.2014508992433548,0.3073887228965759,0.1827075779438018
6,272,0.2996067404747009,0.2043374478816986,0.2259710431098938,0.1862819045782089
7,311,0.1915376186370849,0.2051694393157959,0.1808166205883026,0.1871340274810791
8,350,0.1847409009933471,0.203048899769783,0.1415786147117614,0.1914068907499313
9,389,0.1476723253726959,0.2041497379541397,0.1133723780512809,0.1857585310935974
10,428,0.1164667457342147,0.2040279954671859,0.0867116823792457,0.1862396001815796
11,467,0.0956450253725051,0.2046113908290863,0.0719516649842262,0.1834530681371688
12,506,0.0753708705306053,0.2052962630987167,0.0640472173690795,0.1864820271730423
13,545,0.0654345750808715,0.2047889530658722,0.0574028640985488,0.1895643025636673
14,584,0.0629379078745842,0.2055245488882064,0.0440910384058952,0.1872008740901947
15,623,0.0519282333552837,0.2050426006317138,0.043062750250101,0.1923288106918335
16,662,0.062006726861,0.2042816430330276,0.0351113751530647,0.1864689141511917
17,701,0.0454219318926334,0.204915776848793,0.0336152650415897,0.1853130012750625
18,740,0.0497289635241031,0.2050933390855789,0.029063006862998,0.1853883266448974
19,779,0.0494510158896446,0.204915776848793,0.0235490519553422,0.1884799003601074
20,818,0.0482618622481823,0.2046113908290863,0.0221743397414684,0.1862882524728775
