y,z0,z1
0,6.7784944,10.701272
0,6.4042664,11.403753
0,5.576305,10.380212
0,6.0006723,11.914609
0,5.4899263,11.8534565
0,7.315718,11.187884
0,6.14302,10.472166
0,7.5413094,11.8330145
0,6.566543,10.754907
0,5.7419014,10.607578
0,6.9150844,10.15578
0,5.96982,11.078583
0,5.971438,12.10675
0,6.5370593,10.671754
0,6.407762,12.009949
0,6.8867846,11.517236
0,8.280898,11.610055
0,3.5343971,10.848755
0,6.6514487,12.07442
0,5.368945,10.569754
0,6.4380364,10.168914
0,6.753912,11.017351
0,6.8774147,10.47673
0,7.218154,10.421925
0,6.361708,10.77371
0,6.0503907,11.538008
0,6.234173,11.012632
0,6.9915195,11.214182
0,7.0323133,11.208476
0,7.0771523,11.670082
0,7.196528,11.985046
0,6.22945,10.030632
0,5.915668,10.649392
0,6.2703967,11.485233
5,3.4581308,-3.6237407
5,1.2620568,-7.050548
5,2.38949,-6.655553
5,2.606892,-6.3557205
5,2.291295,-6.29035
5,1.7239333,-5.1898766
5,3.1600375,-5.188557
5,4.5370145,-4.978038
5,2.7893186,-5.3763013
5,0.2060039,-5.0329766
5,2.3565454,-6.0043335
5,1.9801633,-6.2149363
5,1.282901,-5.878716
5,2.4503958,-4.5076423
5,1.7284901,-5.212116
5,2.4535108,-4.6413083
5,2.9103127,-4.4816422
5,2.8027759,-5.133251
5,1.2054389,-5.511938
5,-1.5911207,-0.55454034
5,-3.9550576,1.0992218
5,-1.5663562,-2.0453413
5,-2.7213256,-0.08312905
5,-0.5504292,-0.08403912
5,-3.3045094,-0.86434275
5,-0.085831955,-1.6548859
5,-1.8881049,-0.034514725
5,-3.9594867,0.13895392
5,-0.7417023,0.60131353
5,-2.9085665,1.6020893
5,-3.7620425,3.0409293
5,-4.8404613,1.120165
5,-2.123874,-0.9748595
5,-0.123416066,-3.1148205
5,-3.215558,0.936492
5,-3.0832877,1.1381154
5,-3.7866192,2.8253868
5,-2.759737,0.23145533
5,-3.7200358,1.063966
5,-3.375698,1.2447311
5,-2.0843124,-0.73690224
5,-5.1449375,0.9088739
5,-3.6540334,1.014507
5,-1.7208202,1.8241841
5,-2.5710351,3.185697
5,-3.241688,-0.051670074
5,-3.647476,3.7862053
5,-4.4759116,1.300689
5,-2.8154688,-0.07748255
5,-3.2836788,-0.5372058
5,-4.9922094,3.8571975
5,-5.2593603,4.105716
5,-5.7480826,2.884076
5,-3.258543,2.1864793
5,-5.745992,3.160795
5,-5.8196783,5.121516
5,-5.3492208,1.8534191
5,-6.1072474,5.1609726
5,-2.8860679,0.70632315
5,-5.6311183,5.5379543
5,-4.3971148,4.6520877
5,-5.724573,4.56429
5,-6.0389376,3.575909
5,-5.596415,4.2537203
5,-4.9821095,3.7067702
5,-5.855171,4.407073
5,-6.2449565,4.2512536
5,-3.4956498,5.403776
5,-5.4340453,2.97356
5,-4.757436,4.886037
5,-6.0507946,3.8586202
5,-5.557652,3.2031527
5,-2.7612457,-0.3986035
5,-5.817624,4.0542316
5,-6.7761116,4.2222548
5,1.0377853,-6.3873425
5,2.906248,-6.078712
5,4.477053,-6.7689605
5,2.284873,-5.8445077
5,1.0775225,-5.9408298
5,0.9870174,-6.9013767
5,2.4481645,-5.6100125
5,2.6624136,-7.519812
5,1.0656906,-6.0251517
5,2.82934,-5.502423
5,1.854747,-4.6914473
5,0.44479167,-6.320419
5,2.2713568,-6.394434
5,4.394793,-5.414035
5,-0.32640576,-4.6580896
10,2.9564128,-5.3743205
10,1.5312793,-4.9903164
10,2.9726202,-5.84923
10,4.0148354,-6.5935597
10,1.1528182,-4.8581753
10,1.883896,-5.8366055
10,3.666071,-5.731484
10,3.0309827,-4.921919
5,0.87629265,-2.8929946
5,-0.39399615,-1.3215448
5,-0.619071,-3.5909534
5,-0.9406759,-0.14269888
5,-1.1839873,-1.036603
5,1.4284558,-2.6502786
5,-1.0589854,-2.0248327
5,-0.4588652,-1.2615815
5,-1.1187457,-3.5354404
5,-0.50157994,-1.8211639
5,-2.3948312,-3.4549036
5,-1.4826534,-2.1753244
5,3.305093,-2.2183828
5,-0.35219178,-0.26012576
5,-0.01720959,-0.45086443
5,0.3717017,-4.4259233
5,1.9377823,-3.3272188
5,4.341028,8.383362
5,2.5233378,-3.8870287
5,0.03050661,-2.5858548
5,1.5304626,-3.7961059
5,-0.37177396,-4.962161
5,1.8421295,-2.9834352
5,-0.25525,-0.9404465
5,0.9061557,-2.189953
5,-0.029291868,-3.5675058
5,0.79326695,-0.9566386
5,-1.3394256,-4.7847843
5,2.080818,-2.3610885
5,-0.39347577,-3.3807416
5,-0.38382527,-3.4473681
5,-0.46159297,-4.4163733
5,-0.41315538,-2.9081905
5,-0.7998378,-2.7736228
5,1.0561594,-2.1256425
5,0.14036275,-3.1477547
5,0.43221647,-3.0013654
5,2.7085247,-0.53884387
5,-0.21615171,-4.651951
5,-0.26750612,-3.8880138
5,0.47046512,-3.0742898
5,1.5048633,-1.8911504
5,1.5086627,-3.2875805
5,-0.16233993,-5.833371
5,0.6601552,-4.3720074
5,1.6700513,-3.2451892
5,1.0946996,-3.1703153
5,0.756328,-3.1336691
5,-1.1288645,-3.9229503
5,-1.1696444,-3.4869473
5,0.40700555,-4.0205865
5,1.4998536,-2.3317301
5,-2.6523557,2.9108658
5,-3.8551946,3.220492
5,-4.606208,2.7265894
5,-3.5968869,3.4515176
5,-4.031379,1.1543396
5,-3.4323773,2.9573472
5,-5.785863,2.4642465
5,-2.8034427,2.6567097
5,-3.8430388,2.7214239
5,-3.760747,1.428192
5,-3.9124932,2.3605733
5,2.4993353,2.9897451
5,-0.74341005,1.2594897
5,-3.7793157,2.0920033
5,-4.5178227,3.4352725
5,-4.284588,4.003969
5,-3.516089,2.0820782
5,-4.3853073,1.981266
5,-5.677571,3.704998
5,-4.110632,2.9382644
5,-3.5435944,3.1672726
5,-3.728163,2.7162602
5,-3.5816603,3.078429
5,-2.9525483,3.4367197
5,-5.0251207,3.9503016
5,-3.6518164,1.4461287
5,-4.8859773,4.1297646
5,-4.183656,3.1868672
5,-3.584471,2.1030824
5,-5.1078186,2.1573896
5,-3.7517729,4.0094514
5,-4.39324,2.108224
5,-4.191614,2.3692427
5,-1.2463589,1.1826345
5,-4.199851,3.272188
5,-2.5227084,2.9749904
5,-4.534988,1.7603432
5,-4.1712527,2.2597466
5,-3.8131227,3.0226543
5,2.3320735,3.5428972
5,-3.8886395,2.1867933
5,-4.3180437,3.406314
5,-4.42462,0.86369574
5,0.6537359,-4.625093
5,2.604551,-6.108259
5,3.1889021,-5.9736423
5,1.0083327,-6.9408603
5,1.915921,-5.067187
5,0.84350634,-4.704466
5,1.5309274,-6.6947103
5,2.9173899,-6.6828413
5,2.6343565,-5.9826226
5,4.3427663,-4.796586
5,1.8578367,-5.545409
5,-1.6860796,-5.529233
5,0.62679744,-4.712259
5,0.3236183,-6.1483483
5,3.0860946,-6.3062496
5,2.0778842,-5.425172
5,3.6577065,-5.731363
5,2.0110955,-6.124965
5,-1.7599714,-5.867396
5,0.15423614,-5.8479652
5,0.867983,-5.5760136
5,-1.9513441,-5.972951
5,-1.3584614,-4.7870927
5,2.074757,-6.146245
5,1.9450488,-6.344211
5,-0.545346,-5.3946214
5,1.2027636,-5.110669
5,0.26389086,-5.140436
5,1.3913295,-6.137748
5,-1.3198662,-7.1964846
5,-2.239398,-6.487819
5,1.4225205,-5.3866997
5,2.7221704,-5.531035
5,0.10319853,-5.6617007
5,2.7451065,-5.6881604
5,4.6124654,-4.337207
5,0.09692693,-5.694233
5,2.1444695,-5.5127087
5,1.7196672,-6.1170197
5,2.8662298,-5.5814223
5,0.27203682,-5.279436
5,4.1748137,-5.6232104
5,3.1863313,-5.6645327
5,1.1642308,-5.5817723
5,1.3248354,-5.172397
5,4.4017305,-3.765711
5,2.7070906,-6.0866966
5,0.2878183,-5.5200257
5,1.3477259,-6.8903284
5,1.5887142,-5.959532
5,0.32736075,-5.40209
5,2.6035376,-5.2021403
5,1.4731694,-6.3266373
5,-5.7828226,4.0285735
5,-0.5209564,0.69767135
5,-5.308665,3.3583694
5,-7.12801,3.6418498
